,nodeA,nodeB,weight
8561,Charlie Hebdo,Chimney,1
8562,Charlie Hebdo,Moon,1
8563,Charlie Hebdo,Jesus,1
8564,Charlie Hebdo,Steven Chu,1
8565,Benedict Arnold,Charlie Hebdo,1
8566,Leonard Nimoy,Obama,5
8567,Nurse Kaci Hickox,Obama,5
8568,Obama,Putin,50
8569,Elian Gonzalez,Obama,5
8570,Hillary Hellfire,Obama,5
8571,Bergdahl,Obama,5
8572,Berkley,Obama,5
8573,Jay Carney,Obama,20
8574,Eric Shinseki,Obama,5
8575,Obama,meth,5
8576,Netflix,Obama,5
8577,Joe Biden,Obama,10
8578,Al Sharpton,Obama,5
8579,Obama,anti-gay,5
8580,Mardi Gras,Obama,5
8581,Broncos,Obama,5
8582,Feminist,Obama,5
8583,Henry Waxman,Obama,5
8584,Marianne Williamson,Obama,5
8585,Kim,Obama,5
8586,Mandela,Obama,5
8587,Kim Jong Un,Obama,5
8588,Obama,Trayvon,5
8589,George,Obama,5
8590,Carlos Danger',Obama,5
8591,Obama,Rachael Jeantel',5
8592,Obama,Schumer,5
8593,Janet Napolitano,Obama,5
8594,Mary Landrieu,Obama,5
8595,Obama,Susan Rice,5
8596,Obama,Pinocchio,5
8597,Jason Collins,Obama,5
8598,Francis,Obama,5
8599,Michelle Obama,Obama,10
8600,Obama,Sequester,5
8601,Hugo Chavez,Obama,5
8602,Obama,pretends banana,5
8603,Joe Salazar,Obama,5
8604,Bloomberg,Obama,5
8605,Karl Rove,Obama,5
8606,Obama,Paul Krugman's,5
8607,Obama,Saul Alinsky,5
8608,Al Gore,Obama,10
8609,Michael Moore,Obama,5
8610,Chimney,Obama,5
8611,Moon,Obama,5
8612,Jesus,Obama,5
8613,Obama,Steven Chu,5
8614,Benedict Arnold,Obama,5
8615,Ferguson,Leonard Nimoy,2
8616,Bush,Leonard Nimoy,1
8617,Leonard Nimoy,Nurse Kaci Hickox,1
8618,Leonard Nimoy,Putin,10
8619,Harry Reid,Leonard Nimoy,1
8620,Elian Gonzalez,Leonard Nimoy,1
8621,Hillary Clinton's,Leonard Nimoy,1
8622,Hillary Hellfire,Leonard Nimoy,1
8623,Bergdahl,Leonard Nimoy,1
8624,Berkley,Leonard Nimoy,1
8625,Jay Carney,Leonard Nimoy,4
8626,Eric Shinseki,Leonard Nimoy,1
8627,Leonard Nimoy,meth,1
8628,Leonard Nimoy,Netflix,1
8629,Joe Biden,Leonard Nimoy,2
8630,Al Sharpton,Leonard Nimoy,1
8631,Leonard Nimoy,anti-gay,1
8632,Leonard Nimoy,Mardi Gras,1
8633,Broncos,Leonard Nimoy,1
8634,Feminist,Leonard Nimoy,1
8635,Henry Waxman,Leonard Nimoy,1
8636,Leonard Nimoy,Marianne Williamson,1
8637,Biden,Leonard Nimoy,2
8638,Kim,Leonard Nimoy,1
8639,Leonard Nimoy,Mandela,1
8640,Kim Jong Un,Leonard Nimoy,1
8641,Leonard Nimoy,Trayvon,1
8642,George,Leonard Nimoy,1
8643,Carlos Danger',Leonard Nimoy,1
8644,Leonard Nimoy,Nancy Pelosi,1
8645,Leonard Nimoy,Rachael Jeantel',1
8646,Leonard Nimoy,Schumer,1
8647,Janet Napolitano,Leonard Nimoy,1
8648,Leonard Nimoy,Mary Landrieu,1
8649,Leonard Nimoy,Susan Rice,1
8650,Leonard Nimoy,Pinocchio,1
8651,Jason Collins,Leonard Nimoy,1
8652,Francis,Leonard Nimoy,1
8653,Leonard Nimoy,Michelle Obama,2
8654,Leonard Nimoy,Sequester,1
8655,Hugo Chavez,Leonard Nimoy,1
8656,Leonard Nimoy,pretends banana,1
8657,Joe Salazar,Leonard Nimoy,1
8658,Bloomberg,Leonard Nimoy,1
8659,Karl Rove,Leonard Nimoy,1
8660,Leonard Nimoy,Paul Krugman's,1
8661,Leonard Nimoy,Saul Alinsky,1
8662,Al Gore,Leonard Nimoy,2
8663,Leonard Nimoy,Michael Moore,1
8664,Leonard Nimoy,Reagan,1
8665,Chimney,Leonard Nimoy,1
8666,Leonard Nimoy,Moon,1
8667,Jesus,Leonard Nimoy,1
8668,Leonard Nimoy,Steven Chu,1
8669,Benedict Arnold,Leonard Nimoy,1
8670,Bush,Ferguson,2
8671,Ferguson,Nurse Kaci Hickox,2
8672,Ferguson,Putin,20
8673,Ferguson,Harry Reid,2
8674,Elian Gonzalez,Ferguson,2
8675,Ferguson,Hillary Clinton's,2
8676,Ferguson,Hillary Hellfire,2
8677,Bergdahl,Ferguson,2
8678,Berkley,Ferguson,2
8679,Ferguson,Jay Carney,8
8680,Eric Shinseki,Ferguson,2
8681,Ferguson,meth,2
8682,Ferguson,Netflix,2
8683,Ferguson,Joe Biden,4
8684,Al Sharpton,Ferguson,2
8685,Ferguson,anti-gay,2
8686,Ferguson,Mardi Gras,2
8687,Broncos,Ferguson,2
8688,Feminist,Ferguson,2
8689,Ferguson,Henry Waxman,2
8690,Ferguson,Marianne Williamson,2
8691,Biden,Ferguson,4
8692,Ferguson,Kim,2
8693,Ferguson,Mandela,2
8694,Ferguson,Kim Jong Un,2
8695,Ferguson,Trayvon,2
8696,Ferguson,George,2
8697,Carlos Danger',Ferguson,2
8698,Ferguson,Nancy Pelosi,2
8699,Ferguson,Rachael Jeantel',2
8700,Ferguson,Schumer,2
8701,Ferguson,Janet Napolitano,2
8702,Ferguson,Mary Landrieu,2
8703,Ferguson,Susan Rice,2
8704,Ferguson,Pinocchio,2
8705,Ferguson,Jason Collins,2
8706,Ferguson,Francis,2
8707,Ferguson,Michelle Obama,4
8708,Ferguson,Sequester,2
8709,Ferguson,Hugo Chavez,2
8710,Ferguson,pretends banana,2
8711,Ferguson,Joe Salazar,2
8712,Bloomberg,Ferguson,2
8713,Ferguson,Karl Rove,2
8714,Ferguson,Paul Krugman's,2
8715,Ferguson,Saul Alinsky,2
8716,Al Gore,Ferguson,4
8717,Ferguson,Michael Moore,2
8718,Ferguson,Reagan,2
8719,Chimney,Ferguson,2
8720,Ferguson,Moon,2
8721,Ferguson,Jesus,2
8722,Ferguson,Steven Chu,2
8723,Benedict Arnold,Ferguson,2
8724,Bush,Nurse Kaci Hickox,1
8725,Bush,Putin,10
8726,Bush,Harry Reid,1
8727,Bush,Elian Gonzalez,1
8728,Bush,Hillary Hellfire,1
8729,Bergdahl,Bush,1
8730,Berkley,Bush,1
8731,Bush,Jay Carney,4
8732,Bush,Eric Shinseki,1
8733,Bush,meth,1
8734,Bush,Netflix,1
8735,Al Sharpton,Bush,1
8736,Bush,anti-gay,1
8737,Bush,Mardi Gras,1
8738,Broncos,Bush,1
8739,Bush,Feminist,1
8740,Bush,Henry Waxman,1
8741,Bush,Marianne Williamson,1
8742,Bush,Kim,1
8743,Bush,Mandela,1
8744,Bush,Kim Jong Un,1
8745,Bush,Trayvon,1
8746,Bush,George,1
8747,Bush,Carlos Danger',1
8748,Bush,Nancy Pelosi,1
8749,Bush,Rachael Jeantel',1
8750,Bush,Schumer,1
8751,Bush,Janet Napolitano,1
8752,Bush,Mary Landrieu,1
8753,Bush,Susan Rice,1
8754,Bush,Pinocchio,1
8755,Bush,Jason Collins,1
8756,Bush,Francis,1
8757,Bush,Michelle Obama,2
8758,Bush,Sequester,1
8759,Bush,Hugo Chavez,1
8760,Bush,pretends banana,1
8761,Bush,Joe Salazar,1
8762,Bloomberg,Bush,1
8763,Bush,Karl Rove,1
8764,Bush,Paul Krugman's,1
8765,Bush,Saul Alinsky,1
8766,Al Gore,Bush,2
8767,Bush,Michael Moore,1
8768,Bush,Chimney,1
8769,Bush,Moon,1
8770,Bush,Jesus,1
8771,Bush,Steven Chu,1
8772,Benedict Arnold,Bush,1
8773,Nurse Kaci Hickox,Putin,10
8774,Harry Reid,Nurse Kaci Hickox,1
8775,Elian Gonzalez,Nurse Kaci Hickox,1
8776,Hillary Clinton's,Nurse Kaci Hickox,1
8777,Hillary Hellfire,Nurse Kaci Hickox,1
8778,Bergdahl,Nurse Kaci Hickox,1
8779,Berkley,Nurse Kaci Hickox,1
8780,Jay Carney,Nurse Kaci Hickox,4
8781,Eric Shinseki,Nurse Kaci Hickox,1
8782,Nurse Kaci Hickox,meth,1
8783,Netflix,Nurse Kaci Hickox,1
8784,Joe Biden,Nurse Kaci Hickox,2
8785,Al Sharpton,Nurse Kaci Hickox,1
8786,Nurse Kaci Hickox,anti-gay,1
8787,Mardi Gras,Nurse Kaci Hickox,1
8788,Broncos,Nurse Kaci Hickox,1
8789,Feminist,Nurse Kaci Hickox,1
8790,Henry Waxman,Nurse Kaci Hickox,1
8791,Marianne Williamson,Nurse Kaci Hickox,1
8792,Biden,Nurse Kaci Hickox,2
8793,Kim,Nurse Kaci Hickox,1
8794,Mandela,Nurse Kaci Hickox,1
8795,Kim Jong Un,Nurse Kaci Hickox,1
8796,Nurse Kaci Hickox,Trayvon,1
8797,George,Nurse Kaci Hickox,1
8798,Carlos Danger',Nurse Kaci Hickox,1
8799,Nancy Pelosi,Nurse Kaci Hickox,1
8800,Nurse Kaci Hickox,Rachael Jeantel',1
8801,Nurse Kaci Hickox,Schumer,1
8802,Janet Napolitano,Nurse Kaci Hickox,1
8803,Mary Landrieu,Nurse Kaci Hickox,1
8804,Nurse Kaci Hickox,Susan Rice,1
8805,Nurse Kaci Hickox,Pinocchio,1
8806,Jason Collins,Nurse Kaci Hickox,1
8807,Francis,Nurse Kaci Hickox,1
8808,Michelle Obama,Nurse Kaci Hickox,2
8809,Nurse Kaci Hickox,Sequester,1
8810,Hugo Chavez,Nurse Kaci Hickox,1
8811,Nurse Kaci Hickox,pretends banana,1
8812,Joe Salazar,Nurse Kaci Hickox,1
8813,Bloomberg,Nurse Kaci Hickox,1
8814,Karl Rove,Nurse Kaci Hickox,1
8815,Nurse Kaci Hickox,Paul Krugman's,1
8816,Nurse Kaci Hickox,Saul Alinsky,1
8817,Al Gore,Nurse Kaci Hickox,2
8818,Michael Moore,Nurse Kaci Hickox,1
8819,Nurse Kaci Hickox,Reagan,1
8820,Chimney,Nurse Kaci Hickox,1
8821,Moon,Nurse Kaci Hickox,1
8822,Jesus,Nurse Kaci Hickox,1
8823,Nurse Kaci Hickox,Steven Chu,1
8824,Benedict Arnold,Nurse Kaci Hickox,1
8825,Harry Reid,Putin,10
8826,Elian Gonzalez,Putin,10
8827,Hillary Clinton's,Putin,10
8828,Hillary Hellfire,Putin,10
8829,Bergdahl,Putin,10
8830,Berkley,Putin,10
8831,Jay Carney,Putin,40
8832,Eric Shinseki,Putin,10
8833,Putin,meth,10
8834,Netflix,Putin,10
8835,Joe Biden,Putin,20
8836,Al Sharpton,Putin,10
8837,Putin,anti-gay,10
8838,Mardi Gras,Putin,10
8839,Broncos,Putin,10
8840,Feminist,Putin,10
8841,Henry Waxman,Putin,10
8842,Marianne Williamson,Putin,10
8843,Biden,Putin,20
8844,Kim,Putin,10
8845,Mandela,Putin,10
8846,Kim Jong Un,Putin,10
8847,Putin,Trayvon,10
8848,George,Putin,10
8849,Carlos Danger',Putin,10
8850,Nancy Pelosi,Putin,10
8851,Putin,Rachael Jeantel',10
8852,Putin,Schumer,10
8853,Janet Napolitano,Putin,10
8854,Mary Landrieu,Putin,10
8855,Putin,Susan Rice,10
8856,Pinocchio,Putin,10
8857,Jason Collins,Putin,10
8858,Francis,Putin,10
8859,Michelle Obama,Putin,20
8860,Putin,Sequester,10
8861,Hugo Chavez,Putin,10
8862,Putin,pretends banana,10
8863,Joe Salazar,Putin,10
8864,Bloomberg,Putin,10
8865,Karl Rove,Putin,10
8866,Paul Krugman's,Putin,10
8867,Putin,Saul Alinsky,10
8868,Al Gore,Putin,20
8869,Michael Moore,Putin,10
8870,Putin,Reagan,10
8871,Chimney,Putin,10
8872,Moon,Putin,10
8873,Jesus,Putin,10
8874,Putin,Steven Chu,10
8875,Benedict Arnold,Putin,10
8876,Elian Gonzalez,Harry Reid,1
8877,Harry Reid,Hillary Clinton's,1
8878,Harry Reid,Hillary Hellfire,1
8879,Bergdahl,Harry Reid,1
8880,Berkley,Harry Reid,1
8881,Harry Reid,Jay Carney,4
8882,Eric Shinseki,Harry Reid,1
8883,Harry Reid,meth,1
8884,Harry Reid,Netflix,1
8885,Harry Reid,Joe Biden,2
8886,Al Sharpton,Harry Reid,1
8887,Harry Reid,anti-gay,1
8888,Harry Reid,Mardi Gras,1
8889,Broncos,Harry Reid,1
8890,Feminist,Harry Reid,1
8891,Harry Reid,Henry Waxman,1
8892,Harry Reid,Marianne Williamson,1
8893,Biden,Harry Reid,2
8894,Harry Reid,Kim,1
8895,Harry Reid,Mandela,1
8896,Harry Reid,Kim Jong Un,1
8897,Harry Reid,Trayvon,1
8898,George,Harry Reid,1
8899,Carlos Danger',Harry Reid,1
8900,Harry Reid,Nancy Pelosi,1
8901,Harry Reid,Rachael Jeantel',1
8902,Harry Reid,Schumer,1
8903,Harry Reid,Janet Napolitano,1
8904,Harry Reid,Mary Landrieu,1
8905,Harry Reid,Susan Rice,1
8906,Harry Reid,Pinocchio,1
8907,Harry Reid,Jason Collins,1
8908,Francis,Harry Reid,1
8909,Harry Reid,Michelle Obama,2
8910,Harry Reid,Sequester,1
8911,Harry Reid,Hugo Chavez,1
8912,Harry Reid,pretends banana,1
8913,Harry Reid,Joe Salazar,1
8914,Bloomberg,Harry Reid,1
8915,Harry Reid,Karl Rove,1
8916,Harry Reid,Paul Krugman's,1
8917,Harry Reid,Saul Alinsky,1
8918,Al Gore,Harry Reid,2
8919,Harry Reid,Michael Moore,1
8920,Harry Reid,Reagan,1
8921,Chimney,Harry Reid,1
8922,Harry Reid,Moon,1
8923,Harry Reid,Jesus,1
8924,Harry Reid,Steven Chu,1
8925,Benedict Arnold,Harry Reid,1
8926,Elian Gonzalez,Hillary Clinton's,1
8927,Elian Gonzalez,Hillary Hellfire,1
8928,Bergdahl,Elian Gonzalez,1
8929,Berkley,Elian Gonzalez,1
8930,Elian Gonzalez,Jay Carney,4
8931,Elian Gonzalez,Eric Shinseki,1
8932,Elian Gonzalez,meth,1
8933,Elian Gonzalez,Netflix,1
8934,Elian Gonzalez,Joe Biden,2
8935,Al Sharpton,Elian Gonzalez,1
8936,Elian Gonzalez,anti-gay,1
8937,Elian Gonzalez,Mardi Gras,1
8938,Broncos,Elian Gonzalez,1
8939,Elian Gonzalez,Feminist,1
8940,Elian Gonzalez,Henry Waxman,1
8941,Elian Gonzalez,Marianne Williamson,1
8942,Biden,Elian Gonzalez,2
8943,Elian Gonzalez,Kim,1
8944,Elian Gonzalez,Mandela,1
8945,Elian Gonzalez,Kim Jong Un,1
8946,Elian Gonzalez,Trayvon,1
8947,Elian Gonzalez,George,1
8948,Carlos Danger',Elian Gonzalez,1
8949,Elian Gonzalez,Nancy Pelosi,1
8950,Elian Gonzalez,Rachael Jeantel',1
8951,Elian Gonzalez,Schumer,1
8952,Elian Gonzalez,Janet Napolitano,1
8953,Elian Gonzalez,Mary Landrieu,1
8954,Elian Gonzalez,Susan Rice,1
8955,Elian Gonzalez,Pinocchio,1
8956,Elian Gonzalez,Jason Collins,1
8957,Elian Gonzalez,Francis,1
8958,Elian Gonzalez,Michelle Obama,2
8959,Elian Gonzalez,Sequester,1
8960,Elian Gonzalez,Hugo Chavez,1
8961,Elian Gonzalez,pretends banana,1
8962,Elian Gonzalez,Joe Salazar,1
8963,Bloomberg,Elian Gonzalez,1
8964,Elian Gonzalez,Karl Rove,1
8965,Elian Gonzalez,Paul Krugman's,1
8966,Elian Gonzalez,Saul Alinsky,1
8967,Al Gore,Elian Gonzalez,2
8968,Elian Gonzalez,Michael Moore,1
8969,Elian Gonzalez,Reagan,1
8970,Chimney,Elian Gonzalez,1
8971,Elian Gonzalez,Moon,1
8972,Elian Gonzalez,Jesus,1
8973,Elian Gonzalez,Steven Chu,1
8974,Benedict Arnold,Elian Gonzalez,1
8975,Hillary Clinton's,Hillary Hellfire,1
8976,Bergdahl,Hillary Clinton's,1
8977,Berkley,Hillary Clinton's,1
8978,Hillary Clinton's,Jay Carney,4
8979,Eric Shinseki,Hillary Clinton's,1
8980,Hillary Clinton's,meth,1
8981,Hillary Clinton's,Netflix,1
8982,Al Sharpton,Hillary Clinton's,1
8983,Hillary Clinton's,anti-gay,1
8984,Hillary Clinton's,Mardi Gras,1
8985,Broncos,Hillary Clinton's,1
8986,Feminist,Hillary Clinton's,1
8987,Henry Waxman,Hillary Clinton's,1
8988,Hillary Clinton's,Marianne Williamson,1
8989,Hillary Clinton's,Kim,1
8990,Hillary Clinton's,Mandela,1
8991,Hillary Clinton's,Kim Jong Un,1
8992,Hillary Clinton's,Trayvon,1
8993,George,Hillary Clinton's,1
8994,Carlos Danger',Hillary Clinton's,1
8995,Hillary Clinton's,Nancy Pelosi,1
8996,Hillary Clinton's,Rachael Jeantel',1
8997,Hillary Clinton's,Schumer,1
8998,Hillary Clinton's,Janet Napolitano,1
8999,Hillary Clinton's,Mary Landrieu,1
9000,Hillary Clinton's,Susan Rice,1
9001,Hillary Clinton's,Pinocchio,1
9002,Hillary Clinton's,Jason Collins,1
9003,Francis,Hillary Clinton's,1
9004,Hillary Clinton's,Michelle Obama,2
9005,Hillary Clinton's,Sequester,1
9006,Hillary Clinton's,Hugo Chavez,1
9007,Hillary Clinton's,pretends banana,1
9008,Hillary Clinton's,Joe Salazar,1
9009,Bloomberg,Hillary Clinton's,1
9010,Hillary Clinton's,Karl Rove,1
9011,Hillary Clinton's,Paul Krugman's,1
9012,Hillary Clinton's,Saul Alinsky,1
9013,Al Gore,Hillary Clinton's,2
9014,Hillary Clinton's,Michael Moore,1
9015,Hillary Clinton's,Reagan,1
9016,Chimney,Hillary Clinton's,1
9017,Hillary Clinton's,Moon,1
9018,Hillary Clinton's,Jesus,1
9019,Hillary Clinton's,Steven Chu,1
9020,Benedict Arnold,Hillary Clinton's,1
9021,Bergdahl,Hillary Hellfire,1
9022,Berkley,Hillary Hellfire,1
9023,Hillary Hellfire,Jay Carney,4
9024,Eric Shinseki,Hillary Hellfire,1
9025,Hillary Hellfire,meth,1
9026,Hillary Hellfire,Netflix,1
9027,Hillary Hellfire,Joe Biden,2
9028,Al Sharpton,Hillary Hellfire,1
9029,Hillary Hellfire,anti-gay,1
9030,Hillary Hellfire,Mardi Gras,1
9031,Broncos,Hillary Hellfire,1
9032,Feminist,Hillary Hellfire,1
9033,Henry Waxman,Hillary Hellfire,1
9034,Hillary Hellfire,Marianne Williamson,1
9035,Biden,Hillary Hellfire,2
9036,Hillary Hellfire,Kim,1
9037,Hillary Hellfire,Mandela,1
9038,Hillary Hellfire,Kim Jong Un,1
9039,Hillary Hellfire,Trayvon,1
9040,George,Hillary Hellfire,1
9041,Carlos Danger',Hillary Hellfire,1
9042,Hillary Hellfire,Nancy Pelosi,1
9043,Hillary Hellfire,Rachael Jeantel',1
9044,Hillary Hellfire,Schumer,1
9045,Hillary Hellfire,Janet Napolitano,1
9046,Hillary Hellfire,Mary Landrieu,1
9047,Hillary Hellfire,Susan Rice,1
9048,Hillary Hellfire,Pinocchio,1
9049,Hillary Hellfire,Jason Collins,1
9050,Francis,Hillary Hellfire,1
9051,Hillary Hellfire,Michelle Obama,2
9052,Hillary Hellfire,Sequester,1
9053,Hillary Hellfire,Hugo Chavez,1
9054,Hillary Hellfire,pretends banana,1
9055,Hillary Hellfire,Joe Salazar,1
9056,Bloomberg,Hillary Hellfire,1
9057,Hillary Hellfire,Karl Rove,1
9058,Hillary Hellfire,Paul Krugman's,1
9059,Hillary Hellfire,Saul Alinsky,1
9060,Al Gore,Hillary Hellfire,2
9061,Hillary Hellfire,Michael Moore,1
9062,Hillary Hellfire,Reagan,1
9063,Chimney,Hillary Hellfire,1
9064,Hillary Hellfire,Moon,1
9065,Hillary Hellfire,Jesus,1
9066,Hillary Hellfire,Steven Chu,1
9067,Benedict Arnold,Hillary Hellfire,1
9068,Bergdahl,Berkley,1
9069,Bergdahl,Jay Carney,4
9070,Bergdahl,Eric Shinseki,1
9071,Bergdahl,meth,1
9072,Bergdahl,Netflix,1
9073,Bergdahl,Joe Biden,2
9074,Al Sharpton,Bergdahl,1
9075,Bergdahl,anti-gay,1
9076,Bergdahl,Mardi Gras,1
9077,Bergdahl,Broncos,1
9078,Bergdahl,Feminist,1
9079,Bergdahl,Henry Waxman,1
9080,Bergdahl,Marianne Williamson,1
9081,Bergdahl,Biden,2
9082,Bergdahl,Kim,1
9083,Bergdahl,Mandela,1
9084,Bergdahl,Kim Jong Un,1
9085,Bergdahl,Trayvon,1
9086,Bergdahl,George,1
9087,Bergdahl,Carlos Danger',1
9088,Bergdahl,Nancy Pelosi,1
9089,Bergdahl,Rachael Jeantel',1
9090,Bergdahl,Schumer,1
9091,Bergdahl,Janet Napolitano,1
9092,Bergdahl,Mary Landrieu,1
9093,Bergdahl,Susan Rice,1
9094,Bergdahl,Pinocchio,1
9095,Bergdahl,Jason Collins,1
9096,Bergdahl,Francis,1
9097,Bergdahl,Michelle Obama,2
9098,Bergdahl,Sequester,1
9099,Bergdahl,Hugo Chavez,1
9100,Bergdahl,pretends banana,1
9101,Bergdahl,Joe Salazar,1
9102,Bergdahl,Bloomberg,1
9103,Bergdahl,Karl Rove,1
9104,Bergdahl,Paul Krugman's,1
9105,Bergdahl,Saul Alinsky,1
9106,Al Gore,Bergdahl,2
9107,Bergdahl,Michael Moore,1
9108,Bergdahl,Reagan,1
9109,Bergdahl,Chimney,1
9110,Bergdahl,Moon,1
9111,Bergdahl,Jesus,1
9112,Bergdahl,Steven Chu,1
9113,Benedict Arnold,Bergdahl,1
9114,Berkley,Jay Carney,4
9115,Berkley,Eric Shinseki,1
9116,Berkley,meth,1
9117,Berkley,Netflix,1
9118,Berkley,Joe Biden,2
9119,Al Sharpton,Berkley,1
9120,Berkley,anti-gay,1
9121,Berkley,Mardi Gras,1
9122,Berkley,Broncos,1
9123,Berkley,Feminist,1
9124,Berkley,Henry Waxman,1
9125,Berkley,Marianne Williamson,1
9126,Berkley,Biden,2
9127,Berkley,Kim,1
9128,Berkley,Mandela,1
9129,Berkley,Kim Jong Un,1
9130,Berkley,Trayvon,1
9131,Berkley,George,1
9132,Berkley,Carlos Danger',1
9133,Berkley,Nancy Pelosi,1
9134,Berkley,Rachael Jeantel',1
9135,Berkley,Schumer,1
9136,Berkley,Janet Napolitano,1
9137,Berkley,Mary Landrieu,1
9138,Berkley,Susan Rice,1
9139,Berkley,Pinocchio,1
9140,Berkley,Jason Collins,1
9141,Berkley,Francis,1
9142,Berkley,Michelle Obama,2
9143,Berkley,Sequester,1
9144,Berkley,Hugo Chavez,1
9145,Berkley,pretends banana,1
9146,Berkley,Joe Salazar,1
9147,Berkley,Bloomberg,1
9148,Berkley,Karl Rove,1
9149,Berkley,Paul Krugman's,1
9150,Berkley,Saul Alinsky,1
9151,Al Gore,Berkley,2
9152,Berkley,Michael Moore,1
9153,Berkley,Reagan,1
9154,Berkley,Chimney,1
9155,Berkley,Moon,1
9156,Berkley,Jesus,1
9157,Berkley,Steven Chu,1
9158,Benedict Arnold,Berkley,1
9159,Eric Shinseki,Jay Carney,4
9160,Jay Carney,Jay Carney,6
9161,Jay Carney,meth,4
9162,Jay Carney,Netflix,4
9163,Jay Carney,Joe Biden,8
9164,Al Sharpton,Jay Carney,4
9165,Jay Carney,anti-gay,4
9166,Jay Carney,Mardi Gras,4
9167,Broncos,Jay Carney,4
9168,Feminist,Jay Carney,4
9169,Henry Waxman,Jay Carney,4
9170,Jay Carney,Marianne Williamson,4
9171,Biden,Jay Carney,8
9172,Jay Carney,Kim,4
9173,Jay Carney,Mandela,4
9174,Jay Carney,Kim Jong Un,4
9175,Jay Carney,Trayvon,4
9176,George,Jay Carney,4
9177,Carlos Danger',Jay Carney,4
9178,Jay Carney,Nancy Pelosi,4
9179,Jay Carney,Rachael Jeantel',4
9180,Jay Carney,Schumer,4
9181,Janet Napolitano,Jay Carney,4
9182,Jay Carney,Mary Landrieu,4
9183,Jay Carney,Susan Rice,4
9184,Jay Carney,Pinocchio,4
9185,Jason Collins,Jay Carney,4
9186,Francis,Jay Carney,4
9187,Jay Carney,Michelle Obama,8
9188,Jay Carney,Sequester,4
9189,Hugo Chavez,Jay Carney,4
9190,Jay Carney,pretends banana,4
9191,Jay Carney,Joe Salazar,4
9192,Bloomberg,Jay Carney,4
9193,Jay Carney,Karl Rove,4
9194,Jay Carney,Paul Krugman's,4
9195,Jay Carney,Saul Alinsky,4
9196,Al Gore,Jay Carney,8
9197,Jay Carney,Michael Moore,4
9198,Jay Carney,Reagan,4
9199,Chimney,Jay Carney,4
9200,Jay Carney,Moon,4
9201,Jay Carney,Jesus,4
9202,Jay Carney,Steven Chu,4
9203,Benedict Arnold,Jay Carney,4
9204,Eric Shinseki,meth,1
9205,Eric Shinseki,Netflix,1
9206,Eric Shinseki,Joe Biden,2
9207,Al Sharpton,Eric Shinseki,1
9208,Eric Shinseki,anti-gay,1
9209,Eric Shinseki,Mardi Gras,1
9210,Broncos,Eric Shinseki,1
9211,Eric Shinseki,Feminist,1
9212,Eric Shinseki,Henry Waxman,1
9213,Eric Shinseki,Marianne Williamson,1
9214,Biden,Eric Shinseki,2
9215,Eric Shinseki,Kim,1
9216,Eric Shinseki,Mandela,1
9217,Eric Shinseki,Kim Jong Un,1
9218,Eric Shinseki,Trayvon,1
9219,Eric Shinseki,George,1
9220,Carlos Danger',Eric Shinseki,1
9221,Eric Shinseki,Nancy Pelosi,1
9222,Eric Shinseki,Rachael Jeantel',1
9223,Eric Shinseki,Schumer,1
9224,Eric Shinseki,Janet Napolitano,1
9225,Eric Shinseki,Mary Landrieu,1
9226,Eric Shinseki,Susan Rice,1
9227,Eric Shinseki,Pinocchio,1
9228,Eric Shinseki,Jason Collins,1
9229,Eric Shinseki,Francis,1
9230,Eric Shinseki,Michelle Obama,2
9231,Eric Shinseki,Sequester,1
9232,Eric Shinseki,Hugo Chavez,1
9233,Eric Shinseki,pretends banana,1
9234,Eric Shinseki,Joe Salazar,1
9235,Bloomberg,Eric Shinseki,1
9236,Eric Shinseki,Karl Rove,1
9237,Eric Shinseki,Paul Krugman's,1
9238,Eric Shinseki,Saul Alinsky,1
9239,Al Gore,Eric Shinseki,2
9240,Eric Shinseki,Michael Moore,1
9241,Eric Shinseki,Reagan,1
9242,Chimney,Eric Shinseki,1
9243,Eric Shinseki,Moon,1
9244,Eric Shinseki,Jesus,1
9245,Eric Shinseki,Steven Chu,1
9246,Benedict Arnold,Eric Shinseki,1
9247,Netflix,meth,1
9248,Joe Biden,meth,2
9249,Al Sharpton,meth,1
9250,anti-gay,meth,1
9251,Mardi Gras,meth,1
9252,Broncos,meth,1
9253,Feminist,meth,1
9254,Henry Waxman,meth,1
9255,Marianne Williamson,meth,1
9256,Biden,meth,2
9257,Kim,meth,1
9258,Mandela,meth,1
9259,Kim Jong Un,meth,1
9260,Trayvon,meth,1
9261,George,meth,1
9262,Carlos Danger',meth,1
9263,Nancy Pelosi,meth,1
9264,Rachael Jeantel',meth,1
9265,Schumer,meth,1
9266,Janet Napolitano,meth,1
9267,Mary Landrieu,meth,1
9268,Susan Rice,meth,1
9269,Pinocchio,meth,1
9270,Jason Collins,meth,1
9271,Francis,meth,1
9272,Michelle Obama,meth,2
9273,Sequester,meth,1
9274,Hugo Chavez,meth,1
9275,meth,pretends banana,1
9276,Joe Salazar,meth,1
9277,Bloomberg,meth,1
9278,Karl Rove,meth,1
9279,Paul Krugman's,meth,1
9280,Saul Alinsky,meth,1
9281,Al Gore,meth,2
9282,Michael Moore,meth,1
9283,Reagan,meth,1
9284,Chimney,meth,1
9285,Moon,meth,1
9286,Jesus,meth,1
9287,Steven Chu,meth,1
9288,Benedict Arnold,meth,1
9289,Joe Biden,Netflix,2
9290,Al Sharpton,Netflix,1
